parentApplication,parentApplicationId,parentApplicationSelfLink,name,id,globalAppId,status,health,activeAlerts,enhancedAnalytics,deploymentType,tenantName,applicationName,target,hostname,destinationTarget,destinationHostname,newApplicationName
nbcu-7018718 - ESB,a6ff879b-b326-3e76-aa08-685b01c418d9,https://localhost/mgmt/cm/global/global-apps/a6ff879b-b326-3e76-aa08-685b01c418d9,gns-7018718-esb.inbcu.com_den-dmzbrd-lbvw12.esb.inbcu.com,cbf4b62e-393c-3587-a5e3-5e66e5296e36,a6ff879b-b326-3e76-aa08-685b01c418d9,DEPLOYED,Good,0,FALSE,AS3,gns-7018718-esb.inbcu.com,den-dmzbrd-lbvw12.esb.inbcu.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7018718 - ESB,a6ff879b-b326-3e76-aa08-685b01c418d9,https://localhost/mgmt/cm/global/global-apps/a6ff879b-b326-3e76-aa08-685b01c418d9,gns-7018718-esbstagingnew.inbcu.com_den-drydmz-lbvw12.esbstagingnew.inbcu.com,e55a43fd-31e0-3402-99e9-c8e031db6331,a6ff879b-b326-3e76-aa08-685b01c418d9,DEPLOYED,Good,0,FALSE,AS3,gns-7018718-esbstagingnew.inbcu.com,den-drydmz-lbvw12.esbstagingnew.inbcu.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7018718 - ESB,a6ff879b-b326-3e76-aa08-685b01c418d9,https://localhost/mgmt/cm/global/global-apps/a6ff879b-b326-3e76-aa08-685b01c418d9,gns-7018718-esbstaging.inbcu.com_den-dmzbrd-lbvw12.esbstaging.inbcu.com,542d8ec9-2a97-319d-8152-278fba965dbe,a6ff879b-b326-3e76-aa08-685b01c418d9,DEPLOYED,Good,0,FALSE,AS3,gns-7018718-esbstaging.inbcu.com,den-dmzbrd-lbvw12.esbstaging.inbcu.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,gns-4923430-lacuna_den-dmzbrd-lbvw12.lacuna.inbcu.com,5c389392-194a-3fcd-ae1a-96a1216cefcf,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,gns-4923430-lacuna,den-dmzbrd-lbvw12.lacuna.inbcu.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7046694 - den-sctemc-xxx,31475273-09d5-363d-9c0d-f9c3af857842,https://localhost/mgmt/cm/global/global-apps/31475273-09d5-363d-9c0d-f9c3af857842,gns-7046694-doc-y-sctemc-bkup_den-dmzbrd-lbvw12.doc-y-sctemc-bkup.nbcuni.com,2c03b9c7-0436-39e3-91c3-8140dec0398f,31475273-09d5-363d-9c0d-f9c3af857842,DEPLOYED,Good,0,FALSE,AS3,gns-7046694-doc-y-sctemc-bkup,den-dmzbrd-lbvw12.doc-y-sctemc-bkup.nbcuni.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7046694 - den-sctemc-xxx,31475273-09d5-363d-9c0d-f9c3af857842,https://localhost/mgmt/cm/global/global-apps/31475273-09d5-363d-9c0d-f9c3af857842,gns-7046694-doc-x-sctemc-bkup_den-dmzbrd-lbvw12.doc-x-sctemc-bkup.nbcuni.com,a9276a74-4ac5-34a4-81ac-e35e9280b4a5,31475273-09d5-363d-9c0d-f9c3af857842,DEPLOYED,Good,0,FALSE,AS3,gns-7046694-doc-x-sctemc-bkup,den-dmzbrd-lbvw12.doc-x-sctemc-bkup.nbcuni.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7046694 - den-sctemc-xxx,31475273-09d5-363d-9c0d-f9c3af857842,https://localhost/mgmt/cm/global/global-apps/31475273-09d5-363d-9c0d-f9c3af857842,gns-7046694-doc-x-sctemc-pri_den-dmzbrd-lbvw12.doc-x-sctemc-pri.nbcuni.com,3f5af164-07e2-3d4d-b9ea-2e69cb824d41,31475273-09d5-363d-9c0d-f9c3af857842,DEPLOYED,Good,0,FALSE,AS3,gns-7046694-doc-x-sctemc-pri,den-dmzbrd-lbvw12.doc-x-sctemc-pri.nbcuni.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7046694 - den-sctemc-xxx,31475273-09d5-363d-9c0d-f9c3af857842,https://localhost/mgmt/cm/global/global-apps/31475273-09d5-363d-9c0d-f9c3af857842,gns-7046694-doc-y-sctemc-pri_den-dmzbrd-lbvw12.doc-y-sctemc-pri.nbcuni.com,d0cc8f0b-0e92-3f6d-b7f4-cb3549be9ab6,31475273-09d5-363d-9c0d-f9c3af857842,DEPLOYED,Good,0,FALSE,AS3,gns-7046694-doc-y-sctemc-pri,den-dmzbrd-lbvw12.doc-y-sctemc-pri.nbcuni.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7018718 - Biztalk-International-DEN,e099ec31-277d-3aa8-90cf-48d8c66fc588,https://localhost/mgmt/cm/global/global-apps/e099ec31-277d-3aa8-90cf-48d8c66fc588,gns-7018718-mcnhubdev_den-dmzbrd-lbvw12.mcnhubdev.foxtel.com.au,afd46452-f751-31b8-8179-e49c863522d0,e099ec31-277d-3aa8-90cf-48d8c66fc588,DEPLOYED,Good,0,FALSE,AS3,gns-7018718-mcnhubdev,den-dmzbrd-lbvw12.mcnhubdev.foxtel.com.au,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-4952001 - DEN,ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,https://localhost/mgmt/cm/global/global-apps/ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,gns-4952001-sysdigprx.adc.nbcuni.com_den-dmzbrd-lbvw12.sysdigprx.adc.nbcuni.com,444fcb62-813d-35dd-99f9-1350af10e568,ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,DEPLOYED,Good,0,FALSE,AS3,gns-4952001-sysdigprx.adc.nbcuni.com,den-dmzbrd-lbvw12.sysdigprx.adc.nbcuni.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-4952001 - DEN,ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,https://localhost/mgmt/cm/global/global-apps/ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,gns-4952001-s-transfer.us-east-1.amazonaws.com_den-dmzbrd-lbvw12.s.transfer.us-east-1.amazonaws.com,75615f96-a7e1-3219-a0aa-b9ab6e0a6a31,ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,DEPLOYED,Good,0,FALSE,AS3,gns-4952001-s-transfer.us-east-1.amazonaws.com,den-dmzbrd-lbvw12.s.transfer.us-east-1.amazonaws.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-4952001 - DEN,ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,https://localhost/mgmt/cm/global/global-apps/ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,gns-4952001-sftp.soundmouse.net_den-dmzbrd-lbvw12.sftp.soundmouse.net,7e4de6da-32bb-37d8-90b2-0c69d560fdaa,ffd41af6-0eab-3c13-843d-3b4e79c2f9e5,DEPLOYED,Good,0,FALSE,AS3,gns-4952001-sftp.soundmouse.net,den-dmzbrd-lbvw12.sftp.soundmouse.net,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7021073-eproxy.inbcu.com,9fabde56-38e5-333c-bd3f-f08940fef80d,https://localhost/mgmt/cm/global/global-apps/9fabde56-38e5-333c-bd3f-f08940fef80d,gns-7021073-ftp-proxy_den-dmzbrd-lbvw12.ftp-proxy.nbcuni.com,212fa4f1-6ab8-354b-8a61-bf01849c98b8,9fabde56-38e5-333c-bd3f-f08940fef80d,DEPLOYED,Good,0,FALSE,AS3,gns-7021073-ftp-proxy,den-dmzbrd-lbvw12.ftp-proxy.nbcuni.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7021073-eproxy.inbcu.com,9fabde56-38e5-333c-bd3f-f08940fef80d,https://localhost/mgmt/cm/global/global-apps/9fabde56-38e5-333c-bd3f-f08940fef80d,gns-7021073-proxypac_den-dmzbrd-lbvw12.proxypac.dmz-tfayd.com,666af7f1-eec3-3500-ad9d-fd11f09fcc4f,9fabde56-38e5-333c-bd3f-f08940fef80d,DEPLOYED,Good,0,FALSE,AS3,gns-7021073-proxypac,den-dmzbrd-lbvw12.proxypac.dmz-tfayd.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,gns-7038765-lacuna-staging_den-dmzbrd-lbvw12.lacuna-staging.inbcu.com,a3dd9c28-8a68-3710-87d4-805cef2fb5bc,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,gns-7038765-lacuna-staging,den-dmzbrd-lbvw12.lacuna-staging.inbcu.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,gns-7038765-lacuna-qa_den-dmzbrd-lbvw12.lacuna-qa.inbcu.com,51b9ecfc-a18e-3907-be2f-0bee3663492b,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,gns-7038765-lacuna-qa,den-dmzbrd-lbvw12.lacuna-qa.inbcu.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-7053070 - GNS Signiant Media Shuttle,93412fcb-8a24-3b33-8d0e-10a0864128a3,https://localhost/mgmt/cm/global/global-apps/93412fcb-8a24-3b33-8d0e-10a0864128a3,gns-7053070-smsdenver.nbcuni.com_den-dmzbrd-lbvw12.smsdenver.nbcuni.com,64e8b5a5-ec4c-33ec-95e9-37761a324ec1,93412fcb-8a24-3b33-8d0e-10a0864128a3,DEPLOYED,Good,0,FALSE,AS3,gns-7053070-smsdenver.nbcuni.com,den-dmzbrd-lbvw12.smsdenver.nbcuni.com,100.125.250.243,den-dmzbrd-lbvw2.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,nbcu-4923430_lacuna.inbcu.com_9000,ba347f8b-ffdf-30d5-b47b-51a7f059ed40,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,nbcu-4923430,lacuna.inbcu.com_9000,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,nbcu-4923430_lacuna.inbcu.com_4443,4bf8437e-2555-305d-a87c-373af6880b0a,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,nbcu-4923430,lacuna.inbcu.com_4443,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,nbcu-4923430_lacuna.inbcu.com_8090,000eac43-9bb0-39a1-a792-0f1ba2d7e147,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,nbcu-4923430,lacuna.inbcu.com_8090,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,nbcu-4923430_lacuna.inbcu.com_9090,a5c48b9d-6b52-34ce-ba57-43de195488de,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,nbcu-4923430,lacuna.inbcu.com_9090,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,nbcu-4923430_lacuna.inbcu.com_1001,9b0feef9-299f-366b-b4ae-be64cb6997f7,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,nbcu-4923430,lacuna.inbcu.com_1001,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,nbcu-4923430_lacuna.inbcu.com_4001,88de8bf0-f7dd-3503-a975-03aa9c9ba13c,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,nbcu-4923430,lacuna.inbcu.com_4001,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,nbcu-4923430_lacuna.inbcu.com_1000,0c0e111a-2048-355f-b465-fb2345159488,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,nbcu-4923430,lacuna.inbcu.com_1000,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-4923430 - Lacuna International,f8673e93-0941-309b-bdec-2f2a0a9b7d76,https://localhost/mgmt/cm/global/global-apps/f8673e93-0941-309b-bdec-2f2a0a9b7d76,nbcu-4923430_lacuna.inbcu.com_4000,6dc3b1e4-b58b-320b-935d-7999ffb9014a,f8673e93-0941-309b-bdec-2f2a0a9b7d76,DEPLOYED,Good,0,FALSE,AS3,nbcu-4923430,lacuna.inbcu.com_4000,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-3354050-Asperasoft,637d295b-9c32-3c4e-b472-fcb906064037,https://localhost/mgmt/cm/global/global-apps/637d295b-9c32-3c4e-b472-fcb906064037,gns-3354050_faspextransfers.tfayd.com_udp,7e8dd160-ad98-38e3-b347-f87128e70dda,637d295b-9c32-3c4e-b472-fcb906064037,DEPLOYED,Good,0,FALSE,AS3,gns-3354050,faspextransfers.tfayd.com_udp,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-3354050-Asperasoft,637d295b-9c32-3c4e-b472-fcb906064037,https://localhost/mgmt/cm/global/global-apps/637d295b-9c32-3c4e-b472-fcb906064037,gns-3354050_faspextransfers.tfayd.com_9092,4368b91d-1438-3363-b396-8c9f4e2e78d8,637d295b-9c32-3c4e-b472-fcb906064037,DEPLOYED,Good,0,FALSE,AS3,gns-3354050,faspextransfers.tfayd.com_9092,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-3354050-Asperasoft,637d295b-9c32-3c4e-b472-fcb906064037,https://localhost/mgmt/cm/global/global-apps/637d295b-9c32-3c4e-b472-fcb906064037,gns-3354050_faspextransfers.tfayd.com_80,b517c95c-38ff-3423-8fda-d15d0c3268cf,637d295b-9c32-3c4e-b472-fcb906064037,DEPLOYED,Good,0,FALSE,AS3,gns-3354050,faspextransfers.tfayd.com_80,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7021073-eproxy.inbcu.com,9fabde56-38e5-333c-bd3f-f08940fef80d,https://localhost/mgmt/cm/global/global-apps/9fabde56-38e5-333c-bd3f-f08940fef80d,nbcu-7021073_eproxy.inbcu.com_443,9f3fa79c-a37f-3fd7-bcd6-8fc5c2b14df4,9fabde56-38e5-333c-bd3f-f08940fef80d,DEPLOYED,Good,0,FALSE,AS3,nbcu-7021073,eproxy.inbcu.com_443,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7046694 - sctemc,a40d21b3-9fc2-3c1e-a649-a5ccc41e51be,https://localhost/mgmt/cm/global/global-apps/a40d21b3-9fc2-3c1e-a649-a5ccc41e51be,gns-7046694_den-drydmz-lbvw12.dc-cts-skypath-lab.nbcuni.com_8443,b1a40509-d382-3ef5-85cf-536d8b10f26b,a40d21b3-9fc2-3c1e-a649-a5ccc41e51be,DEPLOYED,Good,0,FALSE,AS3,gns-7046694,den-drydmz-lbvw12.dc-cts-skypath-lab.nbcuni.com_8443,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7046694 - sctemc,a40d21b3-9fc2-3c1e-a649-a5ccc41e51be,https://localhost/mgmt/cm/global/global-apps/a40d21b3-9fc2-3c1e-a649-a5ccc41e51be,gns-7046694_den-drydmz-lbvw12.dc-cts-skypath-lab.nbcuni.com_443,ac767c82-1ecb-30da-83b2-cb192742799b,a40d21b3-9fc2-3c1e-a649-a5ccc41e51be,DEPLOYED,Good,0,FALSE,AS3,gns-7046694,den-drydmz-lbvw12.dc-cts-skypath-lab.nbcuni.com_443,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,nbcu-7038765_lacuna-staging.inbcu.com_4443,91a6c2aa-40ec-3636-8a3b-50115b4dc89d,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,nbcu-7038765,lacuna-staging.inbcu.com_4443,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,nbcu-7038765_lacuna-staging.inbcu.com_8090,5d961521-4e72-35f6-a77f-e87331daf31d,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,nbcu-7038765,lacuna-staging.inbcu.com_8090,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,nbcu-7038765_lacuna-staging.inbcu.com_4001,fccbb99f-51f3-3ad9-aff5-1740e6afe5bb,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,nbcu-7038765,lacuna-staging.inbcu.com_4001,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,nbcu-7038765_lacuna-staging.inbcu.com_4000,903e7d51-7c5b-3f9f-84e1-f90b0457803c,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,nbcu-7038765,lacuna-staging.inbcu.com_4000,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,nbcu-7038765_lacuna-staging.inbcu.com_9090,7936b824-c3b9-3c77-9b2c-7fa3602cb76c,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,nbcu-7038765,lacuna-staging.inbcu.com_9090,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,nbcu-7038765_lacuna-staging.inbcu.com_1000,62847670-93a2-3fb5-ad05-9dafb3367be9,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,nbcu-7038765,lacuna-staging.inbcu.com_1000,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7038765-Lacuna-Dev-Instance,a90a77d5-a30c-33f2-be03-89ef2248d402,https://localhost/mgmt/cm/global/global-apps/a90a77d5-a30c-33f2-be03-89ef2248d402,nbcu-7038765_lacuna-staging.inbcu.com_1001,fba214ed-a726-3797-9166-f29e9fba05a4,a90a77d5-a30c-33f2-be03-89ef2248d402,DEPLOYED,Good,0,FALSE,AS3,nbcu-7038765,lacuna-staging.inbcu.com_1001,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7018718-Biztalk-International,ca633e56-a1d6-3e9b-9613-2373f7858fbf,https://localhost/mgmt/cm/global/global-apps/ca633e56-a1d6-3e9b-9613-2373f7858fbf,gns-7018718-nbculatam_den-drydmz-lbvw12.nbculatam.cataneo.tv,9ee61bde-5347-3b83-8ae7-a729b5aaee1a,ca633e56-a1d6-3e9b-9613-2373f7858fbf,DEPLOYED,Good,0,FALSE,AS3,gns-7018718-nbculatam,den-drydmz-lbvw12.nbculatam.cataneo.tv,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7018718-Biztalk-International,ca633e56-a1d6-3e9b-9613-2373f7858fbf,https://localhost/mgmt/cm/global/global-apps/ca633e56-a1d6-3e9b-9613-2373f7858fbf,gns-7018718_mcnhubprd.foxtel.com.au_1082,8b491c89-23f8-3ab8-b774-05991624ee0f,ca633e56-a1d6-3e9b-9613-2373f7858fbf,DEPLOYED,Good,0,FALSE,AS3,gns-7018718,mcnhubprd.foxtel.com.au_1082,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7018718-Biztalk-International,ca633e56-a1d6-3e9b-9613-2373f7858fbf,https://localhost/mgmt/cm/global/global-apps/ca633e56-a1d6-3e9b-9613-2373f7858fbf,gns-7018718_mcnhubdev.foxtel.com.au_1081,6ac1c350-23b9-325e-9576-e6b487036b90,ca633e56-a1d6-3e9b-9613-2373f7858fbf,DEPLOYED,Good,0,FALSE,AS3,gns-7018718,mcnhubdev.foxtel.com.au_1081,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7018718-Biztalk-International,ca633e56-a1d6-3e9b-9613-2373f7858fbf,https://localhost/mgmt/cm/global/global-apps/ca633e56-a1d6-3e9b-9613-2373f7858fbf,gns-7018718-nbculatam_den-drydmz-lbvw12.nbculatamtest.cataneo.tv,4d01dea3-d213-3f8a-9769-ef86f35650fa,ca633e56-a1d6-3e9b-9613-2373f7858fbf,DEPLOYED,Good,0,FALSE,AS3,gns-7018718-nbculatam,den-drydmz-lbvw12.nbculatamtest.cataneo.tv,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7018718-Biztalk-International,ca633e56-a1d6-3e9b-9613-2373f7858fbf,https://localhost/mgmt/cm/global/global-apps/ca633e56-a1d6-3e9b-9613-2373f7858fbf,nbcu-7018718_nbculatamtest.cataneo.tv_1085,1a40f455-f2f5-3ee7-8556-5d5bd8649e21,ca633e56-a1d6-3e9b-9613-2373f7858fbf,DEPLOYED,Critical,2,FALSE,AS3,nbcu-7018718,nbculatamtest.cataneo.tv_1085,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7018718-Biztalk-International,ca633e56-a1d6-3e9b-9613-2373f7858fbf,https://localhost/mgmt/cm/global/global-apps/ca633e56-a1d6-3e9b-9613-2373f7858fbf,nbcu-7018718_nbculatam.cataneo.tv_1086,eb8b7a82-dd8d-3322-babe-eca37b6208a9,ca633e56-a1d6-3e9b-9613-2373f7858fbf,DEPLOYED,Critical,2,FALSE,AS3,nbcu-7018718,nbculatam.cataneo.tv_1086,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
nbcu-7053070 - GNS Signiant Media Shuttle,93412fcb-8a24-3b33-8d0e-10a0864128a3,https://localhost/mgmt/cm/global/global-apps/93412fcb-8a24-3b33-8d0e-10a0864128a3,gns-7053070-smsdenver.nbcuni.com_den-drydmz-lbvw12.smsdenver.nbcuni.com,8759b324-1389-334c-9b77-8e2348a4fdf4,93412fcb-8a24-3b33-8d0e-10a0864128a3,DEPLOYED,Critical,2,FALSE,AS3,gns-7053070-smsdenver.nbcuni.com,den-drydmz-lbvw12.smsdenver.nbcuni.com,100.125.250.173,den-drydmz-lbvw1.glb.tfayd.com,,,
anow-3543905 - MediaBroker,d2e83189-b255-3c17-96e7-2c8d32e78312,https://localhost/mgmt/cm/global/global-apps/d2e83189-b255-3c17-96e7-2c8d32e78312,anow-3543905_mediabroker-dc.inbcu.com_443,1a5401b4-9e02-3b76-82c9-d92b36755ed3,d2e83189-b255-3c17-96e7-2c8d32e78312,DEPLOYED,Good,0,FALSE,AS3,anow-3543905,mediabroker-dc.inbcu.com_443,100.125.232.249,den-nocws-lb02.glb.tfayd.com,,,
anow-3543905 - MediaBroker,d2e83189-b255-3c17-96e7-2c8d32e78312,https://localhost/mgmt/cm/global/global-apps/d2e83189-b255-3c17-96e7-2c8d32e78312,anow-3543905_mediabroker-dc.inbcu.com_40000,bef9e503-28fe-3682-8f9f-85c64c9ce953,d2e83189-b255-3c17-96e7-2c8d32e78312,DEPLOYED,Good,0,FALSE,AS3,anow-3543905,mediabroker-dc.inbcu.com_40000,100.125.232.249,den-nocws-lb02.glb.tfayd.com,,,
anow-2043690 - OTTO,32eaf20a-c2af-395b-80d9-b3392cdafe94,https://localhost/mgmt/cm/global/global-apps/32eaf20a-c2af-395b-80d9-b3392cdafe94,anow-2043690_ottostg.inbcu.com_443,595fe62a-54c3-3c94-b948-06c27c4e5d34,32eaf20a-c2af-395b-80d9-b3392cdafe94,DEPLOYED,Good,0,FALSE,AS3,anow-2043690,ottostg.inbcu.com_443,100.125.232.249,den-nocws-lb02.glb.tfayd.com,,,
anow-2043690 - OTTO,32eaf20a-c2af-395b-80d9-b3392cdafe94,https://localhost/mgmt/cm/global/global-apps/32eaf20a-c2af-395b-80d9-b3392cdafe94,anow-2043690_ottostg.inbcu.com_1521,e650692b-f477-3aeb-b3be-82d0cab968ab,32eaf20a-c2af-395b-80d9-b3392cdafe94,DEPLOYED,Good,0,FALSE,AS3,anow-2043690,ottostg.inbcu.com_1521,100.125.232.249,den-nocws-lb02.glb.tfayd.com,,,
nbcu-4283024 - Webscheduler Denver,624d9826-3284-3f32-978a-467f8ce90ce6,https://localhost/mgmt/cm/global/global-apps/624d9826-3284-3f32-978a-467f8ce90ce6,gns-4283024_wsdenapp.inbcu.com_wild,6d2742eb-9f99-314d-b4e1-4fe0f1a68bcc,624d9826-3284-3f32-978a-467f8ce90ce6,DEPLOYED,Good,0,FALSE,AS3,gns-4283024,wsdenapp.inbcu.com_wild,100.125.232.249,den-nocws-lb02.glb.tfayd.com,,,
